date,time_UTC,lat,lon,source_rate_t/h,uncertainty_t/h,estimated_source_type
20211009,10:00:15,53.67,41.83,33,12,Gas
20211009,11:20:20,-22.14,34.35,10,4,Gas
20211009,18:02:35,-34.54,-59.0,78,26,Landfill/Urban
20211009,20:02:52,31.21,-103.61,75,27,Oil
20211010,07:50:35,21.75,82.41,28,12,Landfill/Urban
20211010,07:51:57,26.38,80.53,8,4,Landfill/Urban
20211010,07:52:44,28.59,77.48,36,17,Landfill/Urban
20211010,09:35:05,31.01,48.87,96,31,Oil
20211010,09:36:08,35.49,51.31,54,18,Gas
20211010,09:36:25,37.72,62.52,44,15,Gas
20211010,09:38:12,43.44,52.86,21,10,Oil
20211010,09:41:29,53.66,41.81,26,9,Gas
20211010,21:26:40,36.76,-119.93,35,13,Landfill/Urban
20211011,05:54:31,37.73,113.6,62,24,Coal
20211011,05:54:26,37.46,110.78,86,33,Coal
20211011,07:38:10,41.25,68.96,28,15,Gas
20211011,09:13:45,24.87,67.04,69,23,Landfill/Urban
20211011,09:16:19,30.42,49.75,25,9,Oil
20211011,09:16:38,31.34,49.02,11,3,Oil
20211011,09:17:10,36.49,61.6,48,17,Oil
20211011,09:17:26,35.49,51.35,65,22,Gas
20211011,09:17:36,37.75,61.74,74,27,Gas
20211011,09:17:29,37.82,63.1,26,8,Gas
20211011,09:17:33,37.69,60.46,33,12,Gas
20211011,09:17:48,37.75,53.93,44,14,Oil
20211011,09:18:14,40.45,62.09,8,4,Gas
20211011,10:58:07,34.88,41.17,25,11,Oil
20211011,11:03:17,50.09,18.79,38,12,Coal
20211011,12:21:57,-26.79,29.03,10,3,Coal
20211011,19:26:15,35.2,-99.12,7,8,Gas
20211012,03:56:41,45.85,130.98,10,4,Coal
20211012,03:57:24,46.72,125.02,60,38,Landfill/Urban
20211012,05:41:25,58.19,107.38,18,8,Oil
20211012,08:54:54,24.92,66.75,79,27,Landfill/Urban
20211012,08:56:26,31.19,73.6,37,24,Landfill/Urban
20211012,08:58:14,36.76,61.34,36,14,Oil
20211012,08:58:35,37.67,63.61,9,4,Oil
20211012,08:58:34,37.49,62.19,89,34,Oil
20211012,08:58:46,38.7,64.65,18,8,Gas
20211012,08:58:53,35.56,51.39,56,21,Gas
20211012,08:59:24,38.68,54.18,40,15,Oil
20211012,08:59:17,40.82,68.71,37,14,Gas
20211012,12:03:13,-26.54,29.25,19,8,Coal
20211013,13:42:48,33.48,-7.52,19,10,Landfill/Urban
20211014,08:17:33,24.94,67.06,43,20,Landfill/Urban
20211014,08:18:27,29.94,71.78,18,13,Landfill/Urban
20211014,08:18:47,31.07,73.39,26,10,Landfill/Urban
20211014,08:18:42,31.6,74.43,76,24,Landfill/Urban
20211014,08:19:17,33.25,72.94,26,9,Oil
20211014,08:19:33,33.9,71.72,18,8,Landfill/Urban
20211014,08:19:22,33.64,73.07,27,9,Landfill/Urban
20211014,08:21:41,41.17,68.6,28,14,Gas
20211014,08:23:46,49.46,71.17,22,12,Gas
20211014,08:25:04,52.78,62.45,41,21,Landfill/Urban
20211014,13:25:43,40.34,-3.68,7,3,Landfill/Urban
20211014,20:06:16,20.59,-103.25,12,4,Landfill/Urban
20211014,20:09:08,31.44,-102.31,108,40,Oil
20211015,06:24:54,53.75,91.05,16,6,Coal
20211015,06:25:26,54.58,86.15,59,22,Coal
20211015,07:59:04,28.66,77.28,32,11,Landfill/Urban
20211015,07:59:56,31.43,74.35,39,14,Landfill/Urban
20211015,07:59:51,30.22,71.54,22,9,Landfill/Urban
20211015,08:00:10,31.47,73.42,19,15,Landfill/Urban
20211015,08:00:53,33.92,71.65,24,8,Landfill/Urban
20211015,08:03:00,40.92,68.41,50,20,Gas
20211015,09:42:26,35.59,51.08,18,7,Gas
20211015,09:42:46,37.38,61.71,114,42,Gas
20211015,13:04:10,31.76,6.06,7,3,Gas
20211015,13:06:55,40.18,-3.86,17,5,Landfill/Urban
20211015,18:10:14,35.47,-80.72,11,6,Gas
20211015,21:32:56,36.43,-119.72,16,6,Landfill/Urban
20211016,06:06:12,53.75,91.01,15,8,Coal
20211016,06:06:38,54.3,87.06,31,19,Coal
20211016,06:06:51,54.56,86.07,28,9,Coal
20211016,06:07:10,54.56,83.36,26,11,Landfill/Urban
20211016,07:40:23,28.72,77.4,76,41,Landfill/Urban
20211016,07:41:09,30.87,75.69,59,46,Landfill/Urban
20211016,07:41:19,31.33,74.21,60,22,Landfill/Urban
20211016,07:41:37,32.02,74.27,46,21,Landfill/Urban
20211016,07:42:01,33.34,72.76,25,9,Landfill/Urban
20211016,07:44:21,41.12,69.04,12,4,Gas
20211016,07:46:32,51.59,75.13,40,17,Coal
20211016,07:47:06,54.32,86.89,42,21,Coal
20211016,07:47:11,54.63,86.04,39,13,Coal
20211016,09:20:12,24.97,67.16,81,48,Landfill/Urban
20211016,09:23:26,36.35,61.71,55,18,Oil
20211016,09:23:41,37.15,60.77,80,27,Oil
20211016,09:24:20,38.62,54.23,58,25,Oil
20211016,12:45:34,32.76,6.39,26,12,Landfill/Urban
20211016,17:31:11,-34.71,-58.27,33,13,Landfill/Urban
20211016,17:31:20,-34.34,-58.46,32,18,Landfill/Urban
20211016,19:32:07,31.84,-103.92,129,44,Oil
20211016,19:32:00,32.17,-102.4,51,22,Oil
20211016,21:14:03,36.48,-119.57,30,9,Landfill/Urban
20211016,21:14:21,37.14,-120.73,16,11,Landfill/Urban
20211018,07:01:24,27.35,95.35,16,8,Oil
20211018,07:08:59,49.82,73.01,16,6,Coal
20211018,07:09:07,51.62,75.6,21,8,Coal
20211018,07:08:54,53.77,91.17,20,6,Coal
20211018,08:41:34,22.79,72.98,34,47,Oil
20211018,08:42:25,24.96,67.11,139,46,Landfill/Urban
20211018,08:42:26,25.36,68.76,8,3,Oil
20211018,08:46:29,38.34,60.7,35,13,Gas
20211018,08:47:15,42.61,68.57,12,6,Landfill/Urban
20211018,08:49:14,49.86,72.93,14,5,Coal
20211019,06:47:37,44.04,87.87,17,8,Coal
20211019,06:49:59,53.67,91.04,27,10,Coal
20211019,08:22:16,21.05,72.95,20,8,Gas
20211019,08:23:46,24.96,67.14,121,48,Landfill/Urban
20211019,08:24:54,31.09,74.99,19,8,Landfill/Urban
20211019,08:24:59,31.09,73.73,27,10,Landfill/Urban
20211019,08:24:46,30.69,75.57,27,11,Landfill/Urban
20211019,08:25:52,34.14,71.59,19,10,Landfill/Urban
20211019,10:05:48,28.96,48.15,63,23,Landfill/Urban
20211019,13:30:20,33.41,-7.46,34,18,Landfill/Urban
20211019,18:14:10,-38.12,-60.61,64,20,Gas
20211019,18:15:07,-34.65,-58.51,63,33,Landfill/Urban
20211019,18:35:11,35.32,-80.66,6,3,Gas
20211019,18:35:46,37.19,-82.37,11,6,Coal
20211019,18:35:53,37.26,-81.97,12,5,Coal
20211019,18:36:21,39.58,-79.91,66,33,Coal
20211020,04:45:38,39.66,122.17,79,33,Landfill/Urban
20211020,06:31:12,53.69,91.06,13,6,Coal
20211020,08:03:59,22.31,73.23,11,4,Oil
20211020,08:05:15,24.94,67.14,142,46,Landfill/Urban
20211020,08:05:18,28.61,77.37,55,19,Landfill/Urban
20211020,08:06:07,30.17,71.45,20,12,Landfill/Urban
20211020,08:06:28,32.22,74.28,28,15,Landfill/Urban
20211020,08:06:55,33.71,73.08,30,11,Landfill/Urban
20211020,18:16:25,35.23,-80.64,4,3,Gas
20211020,18:17:04,37.19,-82.2,14,8,Coal
20211020,18:17:41,39.78,-79.81,93,47,Gas
20211020,19:56:39,31.16,-102.95,32,10,Gas
20211020,19:56:43,31.81,-101.65,14,11,Oil
20211020,19:56:48,32.22,-101.38,20,9,Oil
20211021,04:27:33,42.49,123.1,21,14,Coal
20211021,04:27:49,43.82,125.63,11,5,Coal
20211021,07:46:38,29.07,78.34,87,34,Landfill/Urban
20211021,07:47:38,31.54,74.38,106,45,Landfill/Urban
20211021,07:47:48,32.12,74.17,33,15,Landfill/Urban
20211021,09:30:37,38.63,54.25,37,13,Oil
20211021,19:38:17,31.71,-103.82,35,15,Oil
20211022,04:08:57,41.85,123.38,52,22,Coal
20211022,04:09:49,46.73,125.49,48,19,Landfill/Urban
20211022,05:48:52,39.65,113.14,11,6,Coal
20211022,07:25:12,20.32,86.09,32,16,Landfill/Urban
20211022,07:25:35,21.46,83.78,36,14,Coal
20211022,09:10:56,36.45,61.59,28,9,Oil
20211022,09:11:16,37.56,61.98,44,13,Landfill/Urban
20211022,09:11:16,37.94,63.51,10,4,Oil
20211022,09:11:20,37.65,60.99,19,6,Oil
20211022,09:11:56,40.53,60.97,11,3,Oil
20211022,09:14:25,44.98,44.01,62,22,Oil
20211022,19:19:09,34.08,-87.59,30,14,Coal
20211022,19:20:37,36.8,-100.2,143,46,Gas
20211023,03:51:17,46.79,125.37,15,9,Landfill/Urban
20211023,05:29:26,37.86,113.74,73,27,Coal
20211023,05:29:32,37.6,110.8,62,22,Coal
20211023,05:30:02,39.83,113.19,25,12,Coal
20211023,05:30:26,39.84,106.81,16,6,Coal
20211023,07:07:19,23.67,86.45,30,28,Coal
20211023,08:52:10,36.51,61.58,21,10,Oil
20211023,08:52:30,38.15,62.89,14,5,Oil
20211023,08:52:39,37.55,61.74,31,12,Gas
20211023,08:52:35,38.05,60.97,40,14,Gas
20211023,08:52:41,39.34,66.06,34,15,Gas
20211023,08:53:17,38.61,54.28,35,12,Oil
20211023,10:33:17,36.29,43.06,27,11,Landfill/Urban
20211023,19:00:06,33.45,-87.21,12,6,Gas
20211024,05:09:43,33.82,113.33,26,14,Coal
20211024,05:10:13,35.6,112.65,85,36,Coal
20211024,05:10:48,38.15,114.79,29,14,Landfill/Urban
20211024,05:12:44,46.8,125.3,57,20,Landfill/Urban
20211024,08:33:32,36.46,61.56,24,9,Oil
20211024,08:33:50,37.63,61.74,24,11,Gas
20211024,08:33:50,38.27,63.19,17,7,Oil
20211024,08:33:51,38.84,64.64,7,4,Gas
20211024,08:33:46,38.83,65.01,4,2,Gas
20211024,08:33:58,40.48,71.69,13,7,Gas
20211024,08:34:20,41.11,68.66,20,7,Gas
20211024,08:35:16,40.2,53.28,188,76,Gas
20211024,10:08:43,15.31,45.82,19,7,Oil
20211024,10:14:14,34.97,40.87,14,5,Oil
20211024,10:14:27,36.36,43.08,17,7,Landfill/Urban
20211024,10:14:20,34.87,38.85,14,7,Gas
20211024,13:36:38,33.4,-7.51,40,18,Landfill/Urban
20211024,13:38:22,40.16,-3.88,18,6,Landfill/Urban
20211024,20:21:50,31.38,-102.14,48,18,Oil
20211025,04:53:52,46.98,125.15,32,12,Landfill/Urban
20211025,08:11:36,28.5,77.46,38,18,Landfill/Urban
20211025,08:12:24,31.22,75.0,11,5,Landfill/Urban
20211025,08:12:34,31.24,74.54,25,10,Landfill/Urban
20211025,08:15:22,39.92,65.92,32,15,Gas
20211025,08:15:11,40.54,70.94,16,5,Gas
20211025,08:15:31,41.1,69.03,40,15,Gas
20211025,09:53:28,29.12,47.91,19,10,Landfill/Urban
20211025,09:55:05,35.45,51.42,55,22,Gas
20211025,09:55:33,34.94,41.14,11,7,Oil
20211025,09:55:41,37.96,53.96,29,16,Oil
20211025,09:55:53,38.66,54.25,46,17,Oil
20211025,20:03:01,31.37,-103.12,12,8,Oil
20211025,20:03:11,32.28,-103.45,31,18,Gas
20211025,20:03:12,31.95,-103.83,37,17,Oil
20211025,20:03:11,32.65,-101.63,53,24,Oil
20211026,06:13:32,37.64,112.42,88,43,Coal
20211026,07:52:55,28.53,77.33,42,14,Landfill/Urban
20211026,09:35:21,31.44,49.04,19,7,Oil
20211026,09:36:15,36.55,62.07,26,8,Gas
20211026,09:40:28,49.07,41.77,83,31,Landfill/Urban
20211026,09:40:35,48.34,36.93,15,7,Gas
20211026,09:40:43,52.18,55.49,58,21,Landfill/Urban
20211026,17:43:51,-34.52,-58.6,41,17,Landfill/Urban
20211026,17:43:43,-34.83,-58.1,74,33,Landfill/Urban
20211026,21:26:43,36.06,-119.65,40,22,Gas
20211027,07:34:10,28.35,77.46,45,16,Landfill/Urban
20211027,07:35:19,31.48,74.33,69,29,Landfill/Urban
20211027,09:13:54,24.87,67.03,97,35,Landfill/Urban
20211027,09:21:25,51.1,57.95,30,12,Gas
20211027,11:01:24,44.43,26.17,10,4,Landfill/Urban
20211027,12:33:51,13.29,12.28,99,33,Unclassified
20211027,17:25:08,-34.71,-58.35,85,35,Landfill/Urban
20211027,21:07:52,36.4,-119.61,39,19,Landfill/Urban
20211028,03:57:32,46.72,125.01,123,55,Landfill/Urban
20211028,05:34:39,33.86,113.44,20,9,Coal
20211028,07:14:15,25.29,83.89,33,22,Landfill/Urban
20211028,07:21:27,49.75,72.37,6,2,Coal
20211028,10:42:44,44.5,26.23,5,5,Landfill/Urban
20211028,12:14:30,12.53,16.81,23,9,Unclassified
20211028,12:20:34,31.74,5.86,8,3,Gas
20211028,20:49:05,36.07,-119.66,26,14,Gas
20211029,05:17:09,37.57,110.8,36,19,Coal
20211029,08:36:52,28.44,77.26,30,13,Landfill/Urban
20211029,08:37:41,31.37,74.54,55,21,Landfill/Urban
20211029,08:37:56,32.06,74.26,30,11,Landfill/Urban
20211029,08:39:44,36.5,61.74,42,15,Oil
20211029,08:40:11,38.17,63.02,16,6,Oil
20211029,08:40:08,38.81,64.75,3,2,Gas
20211029,08:40:19,38.12,61.01,87,28,Gas
20211029,08:40:42,40.07,61.0,62,20,Oil
20211029,08:40:45,40.29,62.33,25,8,Gas
20211029,08:40:52,40.65,60.77,31,11,Gas
20211029,12:02:01,32.01,6.46,16,7,Gas
20211030,04:56:50,32.83,116.48,9,4,Coal
20211030,04:57:25,33.86,113.41,19,7,Coal
20211030,08:17:29,26.75,78.35,24,9,Landfill/Urban
20211030,08:17:41,24.96,66.75,28,16,Landfill/Urban
20211030,08:17:47,27.83,78.11,34,12,Landfill/Urban
20211030,08:18:48,31.14,73.91,54,23,Landfill/Urban
20211030,08:18:44,30.96,75.01,61,27,Landfill/Urban
20211030,08:21:10,36.38,61.58,43,30,Oil
20211030,08:21:19,38.74,65.97,47,14,Gas
20211030,08:21:25,37.52,62.01,54,22,Landfill/Urban
20211030,08:21:47,41.32,69.17,20,13,Gas
20211030,10:03:38,43.62,52.81,26,12,Oil
20211030,20:09:21,31.76,-103.79,97,38,Oil
20211030,20:09:39,32.52,-104.48,32,13,Gas
20211030,20:09:29,32.07,-103.47,56,18,Gas
20211031,06:19:55,37.75,112.66,66,40,Coal
20211031,07:58:38,26.2,76.17,23,11,Landfill/Urban
20211031,07:59:07,24.89,67.74,67,22,Landfill/Urban
20211031,07:59:11,28.66,77.36,41,14,Landfill/Urban
20211031,08:00:09,31.46,74.52,40,19,Landfill/Urban
20211031,08:00:12,31.36,73.16,7,3,Landfill/Urban
20211031,08:00:20,32.12,74.22,40,21,Landfill/Urban
20211031,08:03:01,41.07,69.09,53,30,Gas
20211031,09:45:43,47.12,52.03,10,4,Landfill/Urban
20211031,11:28:27,50.01,18.66,41,20,Coal
20211031,19:49:45,29.82,-97.56,57,19,Oil
20211031,19:49:47,29.84,-95.71,23,8,Gas
20211031,19:50:21,30.76,-102.29,61,20,Oil
20211031,19:50:33,31.52,-102.19,154,55,Oil
20211031,19:50:21,32.32,-93.62,32,14,Gas
20211031,19:50:47,33.03,-99.54,53,22,Oil
20211101,04:22:22,46.68,125.0,25,12,Landfill/Urban
20211101,06:01:36,39.92,113.14,33,16,Coal
20211101,07:38:13,22.5,87.47,15,5,Landfill/Urban
20211101,07:38:32,23.92,90.48,127,43,Landfill/Urban
20211101,07:39:27,26.28,82.99,16,12,Landfill/Urban
20211101,07:39:43,26.48,80.17,8,3,Landfill/Urban
20211101,07:40:35,28.72,77.52,62,29,Landfill/Urban
20211101,07:44:30,41.24,68.77,21,11,Gas
20211101,09:20:18,24.94,66.99,31,16,Landfill/Urban
20211101,09:23:37,36.47,61.68,24,9,Oil
20211101,09:23:38,36.33,59.63,21,6,Gas
20211101,09:24:02,37.65,61.41,52,22,Gas
20211101,09:24:01,38.0,63.45,24,12,Oil
20211101,09:24:11,38.53,62.84,9,5,Oil
20211101,09:24:41,40.22,61.25,21,6,Oil
20211101,09:28:23,52.93,53.3,62,27,Oil
20211101,09:28:23,53.09,56.02,75,31,Oil
20211101,09:29:14,52.98,39.53,132,55,Landfill/Urban
20211101,09:29:15,53.23,39.73,82,40,Gas
20211101,11:09:46,50.64,18.94,45,28,Landfill/Urban
20211101,11:09:56,53.26,39.41,105,38,Landfill/Urban
20211101,19:31:32,32.28,-93.85,26,16,Gas
20211101,19:32:07,31.28,-103.07,22,22,Gas
20211102,04:03:10,45.84,130.85,10,6,Coal
20211102,04:02:57,45.39,131.43,18,7,Coal
20211102,09:01:30,25.61,68.79,6,2,Oil
20211102,09:05:52,40.97,69.0,21,7,Gas
20211102,09:09:46,51.55,45.51,39,12,Oil
20211102,10:42:02,21.61,39.34,11,4,Landfill/Urban
20211102,12:25:28,28.12,9.82,12,4,Gas
20211102,12:26:49,31.52,6.19,21,7,Gas
20211103,05:22:58,36.53,112.85,66,27,Coal
20211103,05:23:13,36.68,109.69,29,11,Oil
20211103,05:23:15,38.15,114.81,42,31,Landfill/Urban
20211103,05:23:16,38.02,114.18,53,24,Coal
20211103,07:01:32,27.25,95.46,42,16,Gas
20211103,08:43:57,30.84,73.62,101,38,Landfill/Urban
20211103,10:23:47,24.82,46.96,21,12,Landfill/Urban
20211103,10:25:32,31.14,49.1,30,10,Oil
20211103,12:08:19,32.57,6.63,61,27,Gas
20211103,20:36:42,36.09,-119.34,16,8,Landfill/Urban
20211103,20:36:49,36.61,-119.42,26,9,Landfill/Urban
20211104,05:04:13,36.12,112.92,127,43,Coal
20211104,05:04:38,37.88,113.46,140,69,Coal
20211104,05:06:15,45.6,119.74,11,5,Coal
20211104,06:42:44,27.09,95.11,21,10,Oil
20211104,08:23:40,26.46,80.47,14,5,Landfill/Urban
20211104,08:23:56,24.97,66.79,23,11,Landfill/Urban
20211104,08:24:21,28.57,77.44,55,36,Landfill/Urban
20211104,08:25:13,31.45,74.34,39,13,Landfill/Urban
20211104,08:31:07,50.25,58.55,36,14,Landfill/Urban
20211104,10:04:48,24.33,47.24,14,5,Gas
20211104,10:05:30,27.48,53.41,45,14,Oil
20211105,06:24:10,27.18,95.3,29,9,Oil
20211105,13:05:06,12.42,14.22,43,17,Unclassified
20211105,18:17:47,40.02,-80.33,25,11,Coal
20211105,19:57:01,32.34,-101.65,68,27,Oil
20211106,07:44:50,23.7,90.35,41,14,Landfill/Urban
20211106,09:26:43,25.14,66.72,141,50,Landfill/Urban
20211106,09:30:22,37.85,61.73,23,11,Gas
20211106,11:10:05,31.38,34.59,17,7,Landfill/Urban
20211106,12:46:09,12.32,12.43,136,56,Unclassified
20211106,12:46:11,12.56,14.22,72,27,Unclassified
20211106,17:59:06,39.63,-80.49,18,14,Coal
20211106,17:59:22,40.52,-81.57,17,10,Gas
20211106,19:37:07,28.92,-97.62,23,8,Oil
20211106,19:37:49,32.1,-93.55,18,9,Gas
20211106,19:37:48,32.04,-94.0,14,7,Gas
20211106,19:38:10,31.19,-103.24,22,14,Gas
20211106,19:38:22,32.15,-101.76,46,19,Oil
20211107,07:25:37,23.16,90.4,158,63,Landfill/Urban
20211107,07:25:57,22.05,82.83,11,5,Coal
20211107,07:25:52,23.86,90.33,59,29,Landfill/Urban
20211107,07:26:05,23.71,86.4,21,8,Coal
20211107,07:26:50,27.31,95.65,21,11,Gas
20211107,09:07:42,24.98,66.67,70,41,Landfill/Urban
20211107,10:52:08,35.34,40.68,28,14,Oil
20211107,17:40:38,39.95,-80.53,67,36,Coal
20211107,19:18:32,28.99,-97.98,28,10,Oil
20211107,19:19:04,32.47,-93.42,8,6,Gas
20211107,19:19:06,33.56,-86.87,23,12,Coal
20211107,19:19:51,31.77,-104.09,47,19,Oil
20211108,05:28:52,35.24,113.08,79,34,Coal
20211108,05:29:33,36.23,107.91,29,11,Oil
20211108,07:07:01,23.37,90.28,94,32,Landfill/Urban
20211108,07:07:10,23.83,90.23,43,18,Landfill/Urban
20211108,07:07:26,23.59,86.36,31,12,Coal
20211108,07:07:52,27.32,95.37,43,15,Oil
20211108,08:48:52,24.98,66.69,37,24,Landfill/Urban
20211108,08:50:33,31.54,74.27,63,26,Landfill/Urban
20211108,08:52:35,37.82,62.5,55,28,Gas
20211108,12:08:48,12.27,13.12,143,54,Unclassified
20211108,12:14:25,31.73,6.19,59,20,Gas
20211108,18:59:57,32.2,-89.38,5,4,Landfill/Urban
20211108,19:00:12,33.41,-87.12,6,4,Coal
20211108,19:00:07,33.38,-84.91,8,7,Gas
20211108,19:00:26,32.59,-93.85,31,15,Gas
20211108,19:00:16,33.71,-86.88,4,3,Coal
20211108,19:01:08,37.24,-81.97,8,4,Coal
20211108,19:01:57,39.81,-80.07,62,28,Coal
20211109,06:48:32,23.63,90.37,89,71,Landfill/Urban
20211109,06:49:02,27.34,95.39,44,15,Oil
20211109,08:31:34,31.56,74.41,92,43,Landfill/Urban
20211109,08:31:31,31.43,73.04,35,14,Landfill/Urban
20211109,08:32:08,33.65,72.98,19,9,Landfill/Urban
20211109,08:32:17,33.99,71.58,22,7,Landfill/Urban
20211109,08:33:38,37.18,62.28,11,7,Oil
20211109,08:33:50,37.49,62.39,24,9,Oil
20211109,08:34:03,38.54,62.77,7,3,Oil
20211109,10:14:08,35.7,51.06,43,21,Gas
20211109,10:14:26,35.2,40.53,14,5,Oil
20211109,13:36:48,33.49,-7.69,20,10,Landfill/Urban
20211109,13:38:32,40.24,-3.66,38,17,Landfill/Urban
20211109,18:42:59,40.12,-79.87,74,44,Gas
20211109,20:21:55,31.14,-102.56,23,8,Oil
20211109,20:22:13,31.93,-101.87,49,20,Oil
20211110,06:30:22,27.24,95.44,41,13,Gas
20211110,06:30:48,30.7,104.32,20,8,Landfill/Urban
20211110,06:35:21,44.14,88.56,17,6,Coal
20211110,08:11:04,26.41,80.22,39,18,Landfill/Urban
20211110,08:11:18,26.91,76.08,14,6,Landfill/Urban
20211110,08:12:29,29.95,71.38,35,15,Landfill/Urban
20211110,08:12:49,31.53,73.14,18,12,Landfill/Urban
20211110,08:12:37,31.44,74.41,53,21,Landfill/Urban
20211110,08:15:54,40.41,62.97,49,22,Gas
20211110,08:16:39,42.45,59.51,50,22,Gas
20211110,09:55:10,35.46,51.23,67,27,Gas
20211110,10:00:52,54.11,37.53,45,15,Landfill/Urban
20211110,13:18:06,33.43,-7.58,12,4,Landfill/Urban
20211110,13:19:36,40.26,-3.61,5,3,Landfill/Urban
20211110,18:23:27,37.14,-82.42,11,8,Coal
20211110,18:23:26,37.22,-81.91,9,6,Coal
20211110,18:23:58,39.45,-80.42,5,7,Coal
20211110,18:24:04,39.88,-80.3,23,11,Coal
20211110,19:59:45,19.69,-99.19,20,7,Landfill/Urban
20211110,20:02:55,31.09,-101.87,84,29,Oil
20211110,20:03:17,31.72,-103.99,85,35,Oil
20211111,06:12:59,34.98,113.11,70,24,Coal
20211111,06:13:37,37.41,110.49,67,29,Coal
20211111,07:52:17,26.44,80.22,9,7,Landfill/Urban
20211111,07:52:20,26.92,80.83,6,4,Landfill/Urban
20211111,07:53:16,29.37,76.84,16,9,Landfill/Urban
20211111,07:53:59,31.51,74.39,126,64,Landfill/Urban
20211111,09:36:42,37.84,62.98,151,47,Gas
20211111,12:58:09,32.06,6.18,47,15,Gas
20211111,13:00:51,40.03,-3.89,8,3,Landfill/Urban
20211111,17:43:57,-34.56,-58.75,46,15,Landfill/Urban
20211111,19:40:18,18.27,-93.95,30,10,Gas
20211112,05:54:21,36.2,112.98,60,30,Coal
20211112,05:54:41,37.66,110.73,73,34,Coal
20211112,07:33:11,27.27,95.35,28,13,Oil
20211112,07:35:26,31.56,74.5,94,41,Landfill/Urban
20211112,09:14:04,25.05,66.73,61,23,Landfill/Urban
20211112,12:33:42,12.59,13.61,92,47,Unclassified
20211112,17:46:16,38.93,-77.7,18,12,Gas
20211112,19:25:26,33.45,-87.37,38,23,Coal
20211112,19:25:48,30.9,-103.45,271,106,Gas
20211113,05:35:10,35.17,112.58,91,37,Coal
20211113,05:35:33,36.36,112.87,126,49,Coal
20211113,05:35:49,36.28,107.93,62,23,Oil
20211113,05:35:56,37.73,110.68,80,38,Coal
20211113,05:35:51,37.98,113.57,144,53,Coal
20211113,05:36:17,39.76,117.0,29,16,Landfill/Urban
20211113,07:19:04,44.07,87.76,9,6,Coal
20211113,08:55:07,24.83,67.09,43,12,Landfill/Urban
20211113,08:59:45,39.33,54.57,51,23,Oil
20211113,09:00:00,41.61,60.0,32,11,Gas
20211113,10:39:22,34.82,41.19,5,2,Oil
20211113,19:07:02,33.4,-95.24,73,31,Oil
20211113,19:06:57,33.22,-94.83,34,19,Oil
20211114,05:15:36,33.1,117.32,17,7,Coal
20211114,05:16:04,33.77,113.58,12,6,Coal
20211114,05:16:28,35.09,112.8,27,10,Coal
20211114,05:16:37,35.57,112.29,104,43,Coal
20211114,05:16:43,36.16,112.94,49,20,Coal
20211114,05:17:09,38.27,114.74,53,33,Landfill/Urban
20211114,05:17:14,37.44,110.73,38,15,Coal
20211114,06:55:22,27.34,95.3,28,9,Oil
20211114,07:00:16,44.19,87.91,20,8,Coal
20211114,08:36:24,24.95,67.02,51,16,Landfill/Urban
20211114,08:36:28,25.66,68.52,21,12,Landfill/Urban
20211114,08:37:01,28.64,77.05,21,9,Landfill/Urban
20211114,08:38:06,32.07,74.41,27,18,Landfill/Urban
20211114,08:38:38,34.02,71.51,28,8,Landfill/Urban
20211114,08:39:59,36.77,61.54,40,23,Oil
20211114,08:40:15,37.97,61.93,133,45,Gas
20211114,08:40:05,37.95,63.56,15,5,Oil
20211114,10:17:33,24.69,46.67,22,7,Landfill/Urban
20211114,10:20:29,35.14,51.87,44,25,Gas
20211114,12:02:09,31.55,5.95,30,12,Gas
20211114,13:43:05,33.49,-7.27,14,7,Landfill/Urban
20211114,20:28:16,31.27,-103.56,52,20,Oil
20211115,04:58:34,37.86,113.46,60,20,Coal
20211115,04:58:55,41.99,123.49,44,16,Coal
20211115,08:17:24,26.2,79.89,19,10,Landfill/Urban
20211115,08:17:31,26.89,80.77,11,9,Landfill/Urban
20211115,08:17:57,28.63,77.16,29,15,Landfill/Urban
20211115,08:18:23,29.52,76.95,27,18,Landfill/Urban
20211115,08:18:47,30.22,71.55,15,7,Landfill/Urban
20211115,08:19:01,31.47,73.21,29,10,Landfill/Urban
20211115,08:19:38,33.72,73.14,38,13,Landfill/Urban
20211115,08:19:48,34.05,71.6,46,20,Landfill/Urban
20211115,08:21:25,37.0,62.42,102,35,Gas
20211115,08:21:33,39.17,65.47,17,7,Gas
20211115,08:21:38,37.65,61.96,106,41,Landfill/Urban
20211115,08:21:28,38.48,64.7,25,24,Gas
20211115,08:22:56,42.04,60.05,138,46,Gas
20211115,13:24:21,33.49,-7.46,13,5,Landfill/Urban
20211115,18:29:06,33.38,-87.4,13,8,Coal
20211115,20:09:36,31.98,-104.16,49,17,Gas
20211115,20:09:37,32.2,-103.42,44,17,Gas
20211116,06:18:05,27.27,94.94,37,17,Oil
20211116,06:19:46,36.58,109.74,30,12,Coal
20211116,07:57:37,23.78,86.43,13,6,Coal
20211116,07:57:40,23.97,90.3,55,20,Landfill/Urban
20211116,07:58:31,26.56,80.32,9,7,Landfill/Urban
20211116,07:59:18,28.6,77.31,26,8,Landfill/Urban
20211116,08:00:20,31.42,73.15,22,7,Landfill/Urban
20211116,08:00:13,31.49,74.43,63,25,Landfill/Urban
20211116,08:00:25,32.17,74.21,36,18,Landfill/Urban
20211116,13:07:08,40.26,-3.6,14,5,Landfill/Urban
20211116,18:10:28,35.38,-80.68,15,10,Gas
