date,time_UTC,lat,lon,source_rate_t/h,uncertainty_t/h,estimated_source_type
20210509,09:24:46,41.87,59.89,33,15,Gas
20210510,07:27:55,54.55,85.86,24,10,Coal
20210510,09:00:56,24.94,67.52,56,21,Landfill/Urban
20210510,09:04:18,36.44,61.46,57,18,Oil
20210510,09:04:40,37.6,60.36,11,5,Gas
20210510,09:04:34,37.35,61.72,44,15,Gas
20210510,12:09:16,-26.47,29.2,36,12,Coal
20210511,08:41:20,23.07,72.69,18,7,Oil
20210511,08:42:11,25.5,69.19,117,40,Landfill/Urban
20210511,08:45:38,37.38,61.78,47,18,Gas
20210511,08:46:38,40.0,61.01,16,7,Oil
20210511,08:46:28,41.08,68.96,92,36,Gas
20210511,08:47:12,42.21,59.27,31,10,Gas
20210511,10:31:45,54.34,40.44,66,29,Gas
20210511,11:50:28,-26.45,29.2,28,9,Coal
20210511,11:50:39,-25.86,29.26,27,10,Coal
20210512,11:31:43,-26.53,29.18,28,10,Coal
20210512,11:31:56,-25.83,29.43,32,13,Coal
20210513,06:30:49,53.69,91.07,13,4,Coal
20210513,09:53:07,51.3,41.7,19,8,Landfill/Urban
20210513,11:13:15,-25.97,29.09,18,7,Coal
20210514,04:32:28,58.53,107.93,39,17,Oil
20210514,06:12:52,58.63,108.0,30,14,Oil
20210514,07:53:14,49.46,59.08,28,11,Gas
20210514,07:53:19,49.85,59.12,35,13,Gas
20210514,07:55:00,56.47,57.17,34,16,Oil
20210514,09:29:32,36.61,61.21,161,51,Oil
20210514,09:30:02,37.72,54.24,42,22,Oil
20210514,09:30:18,38.58,54.15,36,31,Oil
20210514,09:30:15,38.49,54.88,122,55,Oil
20210514,09:33:24,49.92,59.08,56,24,Gas
20210514,09:35:13,56.6,57.76,49,18,Landfill/Urban
20210514,17:37:13,-34.57,-58.42,72,24,Landfill/Urban
20210515,03:49:24,-22.89,148.54,31,10,Coal
20210515,03:49:52,-21.03,148.07,29,11,Coal
20210515,07:33:21,49.53,72.28,43,16,Coal
20210515,07:33:40,51.3,75.71,13,5,Coal
20210515,09:10:37,36.48,61.66,125,41,Oil
20210515,09:11:21,37.88,54.01,76,36,Oil
20210515,09:14:45,51.18,58.03,3,1,Landfill/Urban
20210515,10:50:39,31.07,34.97,12,4,Landfill/Urban
20210515,12:17:50,-18.41,26.59,9,4,Coal
20210515,21:01:04,36.08,-119.36,51,19,Landfill/Urban
20210516,08:51:52,37.04,62.05,67,22,Gas
20210516,08:51:57,37.69,63.77,11,4,Oil
20210516,08:52:14,39.01,64.7,12,8,Gas
20210516,08:52:23,39.38,65.24,10,5,Gas
20210516,08:52:47,37.69,54.07,73,32,Oil
20210517,05:10:17,37.08,111.83,31,14,Coal
20210517,05:10:30,37.43,110.83,29,10,Coal
20210517,08:31:01,31.61,74.39,65,28,Landfill/Urban
20210517,08:33:23,37.76,61.82,54,22,Landfill/Urban
20210517,08:33:28,39.05,65.09,20,7,Gas
20210517,08:33:49,40.77,68.57,9,5,Gas
20210517,08:34:02,39.65,60.13,35,13,Gas
20210517,08:37:47,51.66,51.25,55,20,Oil
20210517,10:12:23,31.05,49.25,14,6,Oil
20210517,10:18:22,52.02,51.15,44,16,Oil
20210517,11:37:54,-26.59,29.22,39,16,Coal
20210517,11:38:10,-25.55,29.4,24,11,Coal
20210517,11:38:24,-24.77,29.38,26,11,Landfill/Urban
20210517,13:38:00,40.31,-3.54,13,6,Landfill/Urban
20210517,20:18:25,20.63,-102.53,18,6,Landfill/Urban
20210518,08:14:49,37.93,62.16,60,23,Gas
20210518,09:58:58,50.05,42.84,73,34,Gas
20210518,10:00:20,55.14,43.57,73,31,Landfill/Urban
20210518,10:00:42,55.56,38.02,59,27,Landfill/Urban
20210518,11:19:13,-26.73,29.41,21,10,Coal
20210518,11:19:18,-26.58,29.23,21,12,Coal
20210518,18:02:08,-34.8,-58.56,89,35,Landfill/Urban
20210519,09:36:20,37.89,54.01,53,22,Oil
20210519,09:41:26,55.44,46.32,90,42,Gas
20210519,09:41:36,56.09,46.87,121,42,Gas
20210519,21:26:34,37.44,-121.12,47,15,Landfill/Urban
20210520,09:13:29,24.97,67.05,168,55,Landfill/Urban
20210520,09:17:06,37.28,62.1,99,32,Oil
20210520,09:17:20,38.44,63.56,43,14,Gas
20210520,09:17:43,38.46,54.56,68,37,Oil
20210520,09:17:53,38.67,54.31,32,25,Oil
20210520,09:17:58,39.48,53.76,92,34,Oil
20210520,09:18:18,41.49,60.23,43,16,Gas
20210520,09:22:45,56.99,53.78,38,15,Oil
20210520,09:22:52,57.2,51.46,93,48,Gas
20210520,19:23:50,27.48,-98.22,16,8,Gas
20210520,21:07:23,36.08,-119.62,82,32,Gas
20210521,08:57:53,36.31,61.46,75,26,Oil
20210521,08:59:03,38.36,54.35,59,37,Oil
20210522,07:02:32,51.58,75.34,37,17,Coal
20210522,07:06:00,65.41,73.64,28,11,Gas
20210522,07:05:54,64.7,72.31,52,21,Gas
20210522,08:34:58,23.01,72.57,21,10,Oil
20210522,08:37:16,31.64,74.39,31,10,Landfill/Urban
20210522,08:39:53,39.88,65.42,23,9,Gas
20210522,08:40:08,39.61,60.55,42,18,Gas
20210522,20:24:43,20.63,-102.88,15,5,Landfill/Urban
20210523,08:18:25,31.53,73.32,13,6,Landfill/Urban
20210523,08:20:44,36.72,61.73,43,19,Oil
20210523,08:20:57,37.38,62.5,49,21,Gas
20210523,10:01:35,38.01,54.02,96,54,Oil
20210524,07:58:23,27.81,78.1,55,20,Landfill/Urban
20210524,07:59:27,30.93,74.77,73,24,Landfill/Urban
20210524,07:59:37,31.49,74.33,60,21,Landfill/Urban
20210524,08:02:23,37.68,62.16,35,11,Landfill/Urban
20210524,08:04:32,49.57,72.55,39,13,Coal
20210524,08:06:51,53.71,55.22,90,45,Oil
20210524,08:07:14,55.18,54.73,284,113,Gas
20210524,09:42:30,37.62,61.84,65,26,Gas
20210524,09:44:12,43.74,51.4,44,19,Landfill/Urban
20210524,09:47:14,54.21,55.91,83,35,Gas
20210525,07:44:04,44.55,88.02,43,14,Coal
20210525,07:45:50,49.76,72.57,34,12,Coal
20210525,09:24:01,38.87,54.06,76,41,Oil
20210525,09:24:25,40.22,53.52,81,49,Gas
20210525,09:27:27,50.89,49.57,7,4,Landfill/Urban
20210526,03:42:57,-22.92,148.46,21,8,Coal
20210526,07:27:45,54.59,86.22,55,26,Coal
20210526,09:04:33,37.82,61.98,55,19,Landfill/Urban
20210526,09:04:30,38.05,62.57,22,17,Gas
20210526,09:04:47,38.57,62.71,22,11,Oil
20210527,05:22:10,35.6,112.82,145,49,Coal
20210527,08:49:31,51.2,58.19,18,6,Landfill/Urban
20210527,08:51:20,57.25,54.17,12,4,Landfill/Urban
20210527,10:26:16,35.05,40.62,8,4,Oil
20210527,10:26:36,36.36,41.08,8,3,Oil
20210527,10:30:47,51.48,44.28,30,9,Oil
20210527,11:50:17,-26.57,29.2,34,13,Coal
20210528,10:08:06,38.77,54.1,30,14,Oil
20210529,08:08:44,41.04,69.3,20,7,Gas
20210529,08:11:25,52.14,74.13,24,8,Gas
20210529,09:48:54,38.09,54.37,94,36,Oil
20210529,09:49:31,40.05,53.04,98,33,Gas
20210529,11:12:56,-26.42,29.6,29,11,Coal
20210529,19:56:24,31.7,-103.1,53,19,Oil
20210530,09:29:30,36.85,61.85,32,18,Oil
20210530,09:30:17,39.15,55.0,95,31,Oil
20210530,09:30:38,40.39,54.08,139,68,Gas
20210530,21:20:09,37.17,-120.76,18,7,Landfill/Urban
20210531,03:46:04,-34.23,150.9,4,1,Coal
20210531,03:46:30,-32.46,150.96,7,3,Coal
20210531,05:46:25,33.03,116.29,46,21,Coal
20210531,09:11:46,39.93,54.28,84,27,Gas
20210601,12:11:45,27.83,20.55,24,8,Oil
20210602,06:56:18,54.66,86.22,70,39,Coal
20210602,06:56:07,54.15,87.53,24,21,Coal
20210602,13:36:07,33.36,-7.56,9,5,Landfill/Urban
20210603,04:57:12,58.6,108.06,28,13,Oil
20210603,06:36:58,53.78,90.99,34,14,Coal
20210603,08:14:25,36.51,61.52,19,9,Oil
20210603,09:55:16,38.63,55.51,200,67,Gas
20210603,09:55:30,39.3,54.53,442,158,Oil
20210603,20:05:55,43.61,-105.24,8,7,Coal
20210604,08:00:19,54.99,61.1,178,63,Landfill/Urban
20210604,08:01:18,57.86,57.76,37,20,Gas
20210604,08:01:41,56.12,50.28,477,170,Gas
20210604,08:02:57,63.64,53.7,23,10,Landfill/Urban
20210604,09:35:44,36.63,61.21,51,18,Oil
20210604,09:36:55,40.57,53.57,135,63,Gas
20210604,09:40:51,54.65,60.67,104,36,Landfill/Urban
20210604,09:41:42,56.17,41.95,54,23,Landfill/Urban
20210604,09:41:23,56.12,50.32,365,127,Gas
20210604,09:41:57,55.32,37.21,69,36,Landfill/Urban
20210604,09:41:48,57.84,57.88,39,19,Gas
20210604,09:43:31,63.71,54.01,42,24,Gas
20210605,05:52:51,33.46,117.87,83,35,Landfill/Urban
20210605,05:53:51,37.29,111.88,50,39,Coal
20210605,05:53:59,37.57,112.25,133,95,Coal
20210605,05:54:25,38.93,110.62,5,3,Coal
20210605,09:17:36,38.81,55.61,52,18,Gas
20210605,09:17:47,39.51,55.98,45,16,Oil
20210605,09:17:56,39.7,55.14,54,30,Gas
20210605,09:17:56,39.96,54.61,96,37,Gas
20210605,21:07:10,36.3,-119.55,18,7,Landfill/Urban
20210606,05:33:11,31.18,117.54,29,10,Coal
20210606,05:34:05,34.4,116.56,34,14,Landfill/Urban
20210606,07:21:08,51.85,75.54,19,7,Coal
20210606,08:59:09,41.04,60.93,35,14,Gas
20210606,09:03:42,56.57,52.22,21,7,Gas
20210606,20:48:27,36.07,-119.8,77,28,Landfill/Urban
20210607,07:02:32,51.87,74.94,23,8,Landfill/Urban
20210607,08:44:45,56.91,56.64,22,8,Oil
20210607,08:46:28,61.75,48.41,85,36,Gas
20210607,10:27:19,61.75,48.24,85,38,Gas
20210608,06:43:29,53.85,87.76,40,27,Coal
20210608,06:43:10,53.46,90.38,17,6,Landfill/Urban
20210608,06:43:36,54.61,86.1,40,17,Coal
20210608,08:18:18,31.54,73.05,15,8,Landfill/Urban
20210608,08:19:04,33.98,71.57,34,24,Landfill/Urban
20210609,04:40:59,48.84,134.9,86,48,Landfill/Urban
20210609,04:44:47,58.66,107.01,34,15,Landfill/Urban
20210609,09:42:54,39.44,53.71,38,20,Oil
20210609,19:49:54,31.31,-102.92,15,13,Gas
20210610,04:01:37,-23.0,148.63,8,6,Coal
20210610,04:01:57,-21.91,148.09,33,13,Coal
20210610,09:23:04,36.62,61.6,90,30,Oil
20210610,09:23:16,37.69,62.35,35,12,Gas
20210610,09:23:37,37.93,53.99,64,23,Oil
20210610,09:23:31,37.88,60.93,78,27,Gas
20210610,09:23:59,40.01,60.97,7,3,Gas
20210611,03:43:19,-21.4,148.31,26,11,Coal
20210611,09:04:50,37.96,54.01,168,63,Oil
20210612,13:48:37,33.48,-7.54,15,9,Landfill/Urban
20210613,05:05:44,46.5,123.7,122,44,Oil
20210613,05:09:39,58.67,107.66,43,19,Oil
20210613,06:53:14,65.48,75.53,11,4,Gas
20210613,08:27:00,37.41,61.45,92,36,Gas
20210613,13:29:49,33.75,-6.7,13,5,Landfill/Urban
20210613,13:29:46,33.45,-7.5,19,9,Landfill/Urban
20210613,20:16:11,35.97,-101.59,37,15,Gas
20210614,09:49:23,39.74,49.3,86,32,Oil
20210614,17:55:49,-34.08,-58.15,78,27,Gas
20210615,04:07:51,-23.01,148.6,10,4,Coal
20210615,07:52:08,51.3,74.84,33,11,Gas
20210615,09:29:48,37.8,53.89,95,36,Oil
20210615,09:30:06,38.6,54.07,57,18,Oil
20210615,09:30:15,39.99,60.93,16,6,Gas
20210615,19:37:04,31.82,-93.97,12,8,Gas
20210615,19:37:51,34.41,-97.67,10,4,Gas
20210616,03:46:18,-32.63,151.06,18,8,Coal
20210616,07:33:05,49.42,72.73,40,14,Coal
20210616,07:37:12,63.11,62.08,13,6,Gas
20210616,09:10:09,35.83,61.92,135,43,Oil
20210616,09:10:28,37.2,61.47,87,35,Gas
20210616,09:11:16,38.68,54.31,31,14,Oil
20210616,09:11:06,37.94,53.99,36,21,Oil
20210616,09:11:30,40.67,60.91,8,3,Oil
20210616,19:22:27,44.3,-106.3,31,14,Gas
20210617,05:38:41,66.84,76.4,279,90,Oil
20210617,08:51:33,36.85,61.45,68,23,Gas
20210617,08:51:47,37.19,60.46,20,10,Gas
20210617,08:51:50,38.51,65.87,35,12,Gas
20210617,10:37:39,53.85,42.65,37,15,Gas
20210617,11:56:24,-26.34,29.35,37,13,Coal
20210617,11:56:33,-25.99,29.33,28,13,Coal
20210617,19:02:00,40.19,-97.59,49,17,Gas
20210618,05:10:03,37.77,113.58,110,41,Coal
20210618,08:33:00,36.97,62.35,31,13,Oil
20210618,08:32:56,36.94,61.62,114,37,Gas
20210618,08:32:57,37.36,63.21,21,7,Gas
20210618,08:33:01,38.61,66.05,14,6,Gas
20210618,08:33:54,40.51,61.15,10,4,Gas
20210618,10:18:35,53.55,41.42,36,14,Gas
20210618,10:19:50,57.54,36.18,50,22,Gas
20210618,18:41:16,34.44,-90.04,36,18,Landfill/Urban
20210619,04:51:23,38.09,114.93,89,29,Landfill/Urban
20210619,08:17:44,49.85,59.15,134,43,Gas
20210619,09:55:11,38.54,54.12,62,29,Oil
20210619,09:55:40,39.63,49.23,48,17,Oil
20210619,20:02:19,31.12,-103.67,12,5,Oil
20210620,07:56:12,41.58,69.17,43,21,Landfill/Urban
20210620,09:36:06,38.0,53.9,48,16,Oil
20210620,09:40:06,51.61,46.9,11,4,Gas
20210620,09:41:43,55.88,38.42,23,10,Landfill/Urban
20210620,11:15:34,30.88,30.37,20,8,Landfill/Urban
20210620,11:21:22,49.99,18.61,24,11,Coal
20210620,17:43:03,-34.83,-58.7,12,5,Landfill/Urban
20210620,17:43:12,-34.74,-58.73,117,35,Landfill/Urban
20210621,03:55:17,-22.98,148.61,8,3,Coal
20210621,03:55:45,-21.7,148.06,21,7,Coal
20210621,09:16:19,35.7,62.01,71,23,Oil
20210621,09:17:15,37.76,54.02,29,10,Oil
20210621,09:20:43,50.8,58.19,39,15,Landfill/Urban
20210621,09:20:32,50.43,60.01,18,8,Landfill/Urban
20210621,09:23:56,61.83,49.23,50,31,Gas
20210621,11:02:25,51.65,35.78,173,68,Gas
20210621,12:21:29,-26.76,29.16,9,3,Coal
20210622,03:56:31,47.28,131.6,51,26,Coal
20210622,03:56:35,48.38,135.47,86,38,Landfill/Urban
20210622,03:57:27,52.14,142.97,77,25,Oil
20210622,05:33:24,32.69,118.89,17,6,Landfill/Urban
20210622,05:33:31,32.22,114.54,90,39,Landfill/Urban
20210622,05:34:00,33.99,113.0,57,20,Coal
20210622,05:33:51,34.13,117.47,18,9,Coal
20210622,05:34:03,34.75,116.62,7,3,Landfill/Urban
20210622,05:35:03,37.96,113.22,41,17,Coal
20210622,08:58:04,38.43,66.1,31,10,Gas
20210622,08:58:40,38.01,53.89,89,30,Oil
20210622,09:03:01,55.29,56.14,46,17,Landfill/Urban
20210622,09:03:15,51.55,41.7,52,17,Landfill/Urban
20210622,09:03:47,53.24,39.54,65,21,Gas
20210622,09:04:45,55.94,35.58,67,25,Gas
20210622,09:05:00,57.24,36.08,60,21,Gas
20210622,10:42:53,50.02,39.5,133,46,Landfill/Urban
20210622,10:43:04,50.79,38.96,133,49,Gas
20210622,10:43:19,51.66,41.36,55,17,Landfill/Urban
20210622,10:43:45,53.05,38.84,70,23,Landfill/Urban
20210622,10:44:40,56.08,35.79,56,22,Gas
20210622,10:44:59,57.43,35.98,61,24,Gas
20210622,12:02:43,-26.06,29.91,43,15,Coal
20210623,03:37:15,45.73,133.01,38,23,Landfill/Urban
20210623,03:37:44,47.7,132.93,64,21,Landfill/Urban
20210623,03:37:48,48.65,134.51,129,59,Landfill/Urban
20210623,03:37:49,48.46,134.6,67,26,Gas
20210623,05:18:50,48.54,124.72,38,14,Landfill/Urban
20210623,08:38:44,35.78,61.46,96,31,Gas
20210623,08:39:51,39.9,63.23,39,14,Gas
20210623,08:39:55,41.47,68.85,44,19,Gas
20210623,08:47:21,67.5,63.86,16,6,Coal
20210623,10:26:48,59.59,32.07,32,18,Landfill/Urban
20210623,11:43:50,-26.27,29.83,12,5,Coal
20210623,11:43:59,-25.86,29.8,26,9,Coal
20210623,18:47:31,35.33,-88.59,12,6,Gas
20210623,18:47:38,36.39,-85.95,3,2,Gas
20210624,08:20:27,36.65,61.47,104,34,Oil
20210624,10:00:43,35.65,51.15,51,31,Gas
20210624,10:01:51,39.58,49.07,100,36,Oil
20210624,10:08:10,60.52,33.28,96,45,Landfill/Urban
20210624,11:25:15,-26.06,29.33,25,10,Coal
20210624,11:25:20,-25.7,29.5,28,11,Coal
20210625,17:49:21,-34.6,-58.62,119,52,Landfill/Urban
20210625,19:51:01,36.2,-101.83,15,9,Gas
20210626,06:06:12,58.5,107.37,47,23,Oil
20210626,07:43:49,41.52,69.05,49,28,Landfill/Urban
20210626,09:23:53,38.82,54.08,57,30,Oil
20210627,07:30:53,65.78,75.67,22,8,Gas
20210627,07:31:01,66.25,76.83,55,18,Oil
20210627,09:03:56,36.43,61.68,39,15,Oil
20210627,09:03:56,36.55,62.52,33,11,Gas
20210627,09:04:20,37.65,60.39,19,7,Gas
20210627,09:04:49,39.63,60.21,9,3,Gas
20210627,09:04:49,39.98,61.17,17,6,Oil
20210627,12:09:02,-26.07,29.32,26,9,Coal
20210627,12:08:54,-26.59,30.27,7,3,Coal
20210627,20:54:35,36.07,-119.4,24,11,Landfill/Urban
20210628,08:45:14,36.51,61.56,34,12,Oil
20210628,08:45:24,37.28,61.85,94,30,Gas
20210628,08:46:14,41.17,68.46,95,38,Gas
20210628,11:52:26,-18.51,26.42,9,4,Coal
20210629,06:47:29,45.14,84.89,11,9,Oil
20210629,08:27:19,41.11,68.63,33,13,Gas
20210629,11:32:19,-22.04,34.86,10,5,Gas
20210629,13:29:42,33.26,-7.49,17,8,Landfill/Urban
20210629,13:31:23,40.26,-3.66,9,3,Landfill/Urban
20210630,09:48:44,38.12,54.7,30,21,Oil
20210630,11:13:36,-21.89,34.76,17,10,Gas
20210630,11:31:06,41.21,28.2,27,9,Landfill/Urban
20210630,20:01:45,50.35,-112.92,18,7,Gas
20210701,09:30:02,38.78,54.65,36,15,Oil
20210701,09:30:25,40.17,54.05,42,13,Gas
20210701,21:19:39,36.24,-119.55,10,5,Landfill/Urban
20210702,12:15:17,-26.19,29.55,22,8,Coal
20210703,07:14:46,54.1,87.36,46,20,Coal
20210703,07:15:01,54.5,83.61,7,4,Landfill/Urban
20210703,07:14:50,54.44,86.13,38,13,Coal
20210704,06:55:42,53.56,87.88,21,14,Coal
20210704,06:55:56,54.1,87.39,35,19,Coal
20210704,08:29:56,28.7,77.37,68,34,Landfill/Urban
20210704,11:37:48,-25.9,29.51,29,13,Coal
20210704,11:38:36,-21.95,34.8,7,5,Gas
20210704,11:40:05,-18.49,26.27,7,5,Coal
20210704,18:20:42,-34.73,-58.42,122,48,Landfill/Urban
20210704,18:40:48,33.37,-87.3,19,11,Gas
20210705,06:37:08,53.97,87.49,44,27,Coal
20210705,06:36:51,53.67,90.76,17,6,Coal
20210705,06:37:11,54.27,87.17,36,23,Coal
20210705,06:37:23,54.32,86.08,63,28,Coal
20210705,08:14:37,37.88,62.49,27,12,Gas
20210705,08:19:58,58.16,57.58,24,14,Gas
20210705,10:00:38,55.69,35.76,37,13,Gas
20210705,10:01:50,61.64,48.59,34,16,Gas
20210705,18:01:58,-34.52,-58.65,93,37,Landfill/Urban
20210706,09:35:34,36.17,61.73,21,8,Oil
20210706,09:35:47,37.18,62.61,38,14,Oil
20210706,09:41:12,55.55,47.48,82,29,Gas
20210706,09:41:39,55.44,39.32,60,23,Landfill/Urban
20210706,09:42:16,57.87,38.4,63,23,Gas
20210706,09:42:33,59.62,41.4,20,11,Gas
20210706,17:43:12,-34.55,-58.69,19,7,Landfill/Urban
20210707,09:16:32,36.21,62.34,77,29,Oil
20210707,09:16:58,37.82,62.57,81,33,Gas
20210707,09:22:39,53.83,38.54,69,22,Landfill/Urban
20210707,09:23:22,56.5,37.12,25,9,Landfill/Urban
20210707,11:02:38,52.38,32.31,42,15,Gas
20210707,11:02:43,52.64,32.53,41,15,Landfill/Urban
20210707,11:03:02,53.74,38.11,54,20,Landfill/Urban
20210708,05:34:29,35.46,112.56,18,16,Coal
20210708,05:34:40,36.16,112.92,17,8,Coal
20210708,07:23:14,56.87,63.92,23,14,Landfill/Urban
20210708,07:26:07,70.36,68.5,22,8,Oil
20210708,09:03:20,56.72,63.94,41,22,Landfill/Urban
20210708,09:03:29,56.78,57.06,17,8,Oil
20210708,09:05:00,58.77,40.34,67,34,Gas
20210708,10:42:51,49.38,36.55,35,14,Gas
20210708,10:43:12,50.36,32.77,34,13,Gas
20210708,10:44:32,55.15,31.81,12,6,Landfill/Urban
20210708,12:02:41,-26.61,29.26,59,21,Coal
20210709,05:15:52,35.64,112.7,41,12,Coal
20210709,08:44:46,57.23,57.24,93,33,Landfill/Urban
20210709,11:43:54,-26.55,29.21,32,15,Coal
20210710,11:25:18,-26.45,29.65,43,15,Coal
20210710,13:25:12,40.43,-3.9,20,11,Landfill/Urban
20210711,06:24:55,54.34,86.16,55,18,Coal
20210711,17:49:18,-35.1,-58.32,55,18,Landfill/Urban
20210712,04:02:04,-21.45,148.41,17,13,Coal
20210712,09:28:42,54.5,42.71,14,6,Gas
20210712,09:28:43,55.57,47.13,74,24,Gas
20210713,03:42:05,-25.83,148.85,8,4,Gas
20210713,03:43:19,-21.26,148.16,32,12,Coal
20210713,05:40:44,35.54,112.67,66,22,Coal
20210713,05:41:16,36.65,109.78,15,5,Coal
20210713,09:11:33,62.05,48.37,28,9,Gas
20210713,09:11:56,64.25,54.96,13,6,Oil
20210714,05:22:11,36.13,112.9,63,24,Coal
20210714,05:22:28,36.89,111.79,44,26,Coal
20210714,05:22:44,37.42,110.88,45,14,Coal
20210714,10:30:16,49.4,36.65,20,7,Gas
20210714,13:48:25,32.69,-7.99,13,6,Landfill/Urban
20210714,13:48:38,33.52,-7.06,18,9,Landfill/Urban
20210715,11:46:28,27.09,20.69,34,11,Gas
20210715,13:29:52,33.49,-7.57,13,6,Landfill/Urban
20210717,09:30:27,39.82,53.53,122,45,Oil
20210717,12:53:58,40.26,-3.76,10,6,Landfill/Urban
20210718,02:33:53,63.45,126.18,39,21,Coal
20210718,03:49:06,-23.08,148.77,13,5,Coal
20210718,03:49:33,-21.7,148.43,33,11,Coal
20210718,04:09:11,47.91,133.75,29,15,Landfill/Urban
20210718,04:13:37,63.36,126.25,46,24,Coal
20210718,09:10:44,37.35,60.35,12,5,Gas
20210718,09:11:07,37.87,54.13,63,29,Oil
20210718,09:11:17,38.6,54.84,31,21,Oil
20210718,09:11:36,39.4,53.65,61,23,Oil
20210718,10:50:38,31.91,36.36,2,1,Landfill/Urban
20210719,03:29:39,-25.85,148.82,6,4,Gas
20210719,03:29:54,-24.41,150.05,10,4,Gas
20210719,03:30:26,-23.05,148.56,15,7,Coal
20210719,03:30:44,-21.5,148.34,29,11,Coal
20210719,08:51:30,36.22,61.58,93,33,Oil
20210719,08:51:43,37.38,63.56,24,8,Gas
20210719,08:51:52,37.59,61.81,46,18,Gas
20210719,08:52:25,39.63,61.3,23,7,Gas
20210719,08:52:30,37.8,54.3,31,19,Oil
20210719,08:53:18,42.29,59.15,21,13,Gas
20210719,08:55:58,51.61,55.04,77,29,Landfill/Urban
20210719,08:59:07,62.41,48.85,47,23,Landfill/Urban
20210719,11:56:35,-26.3,29.05,10,6,Coal
20210720,08:34:17,39.22,54.12,73,42,Oil
20210720,10:11:53,29.11,48.03,28,13,Landfill/Urban
20210720,10:13:49,36.13,43.73,5,2,Oil
20210720,11:37:50,-26.39,29.54,37,14,Coal
20210720,11:53:12,28.83,21.06,49,15,Oil
20210721,05:01:06,67.84,83.42,38,17,Oil
20210721,06:41:02,68.02,83.47,27,12,Oil
20210721,08:22:14,67.5,63.58,9,7,Coal
20210721,09:55:07,37.87,54.12,200,103,Oil
20210721,09:55:28,38.62,54.73,91,41,Oil
20210721,09:55:29,39.16,54.45,183,61,Oil
20210721,13:19:01,40.39,-3.57,7,3,Landfill/Urban
20210722,04:14:16,-23.02,148.57,14,6,Coal
20210722,04:14:42,-21.25,148.17,13,5,Coal
20210722,06:18:33,54.0,87.47,50,21,Coal
20210722,07:56:18,41.32,69.15,22,15,Gas
20210722,07:58:39,51.59,74.83,23,7,Oil
20210722,07:58:38,51.5,74.18,11,4,Oil
20210722,07:59:11,53.85,85.56,38,14,Landfill/Urban
20210722,09:36:25,38.69,54.26,102,42,Oil
20210722,09:36:49,40.04,53.68,47,16,Gas
20210722,12:57:24,31.73,6.16,18,10,Gas
20210723,07:39:46,51.39,74.97,22,8,Gas
20210723,09:16:42,36.57,61.25,45,16,Oil
20210723,09:17:05,37.75,60.96,30,10,Gas
20210723,09:17:08,38.0,62.27,23,8,Gas
20210723,09:17:33,38.53,54.19,54,19,Oil
20210723,17:24:33,-34.49,-58.54,68,30,Landfill/Urban
20210724,07:19:04,43.52,75.68,57,23,Gas
20210724,07:20:53,49.79,72.54,2,2,Coal
20210724,08:57:49,36.36,61.37,113,35,Oil
20210724,08:58:18,37.91,60.8,15,6,Gas
20210724,08:58:50,40.07,61.21,5,2,Oil
20210724,08:59:10,41.23,61.1,23,8,Gas
20210724,08:59:24,41.91,59.98,31,21,Gas
20210725,08:37:58,34.17,71.99,23,8,Landfill/Urban
20210725,08:40:01,41.0,68.66,79,30,Gas
20210725,11:44:06,-26.59,29.14,13,5,Coal
20210726,05:03:30,58.23,106.52,39,19,Oil
20210726,08:24:59,52.18,55.8,24,9,Gas
20210726,11:25:19,-26.6,29.05,14,5,Coal
20210726,11:40:42,28.88,20.93,87,29,Oil
20210726,18:08:38,-33.45,-58.63,48,19,Landfill/Urban
20210726,20:08:00,29.13,-97.59,15,7,Oil
20210726,20:08:45,30.92,-103.42,53,28,Gas
20210726,20:11:18,40.41,-104.43,12,4,Oil
20210727,04:20:28,-23.13,148.5,19,6,Coal
20210727,04:20:58,-21.52,148.46,45,15,Coal
20210727,04:44:49,58.48,107.02,27,13,Oil
20210727,06:25:19,58.51,106.97,20,10,Oil
20210727,09:42:47,39.1,54.38,47,40,Oil
20210727,09:43:10,40.22,54.08,128,40,Gas
20210727,11:22:07,28.87,20.99,71,22,Oil
20210727,11:25:56,44.56,26.5,7,3,Landfill/Urban
20210727,18:10:55,39.83,-80.62,34,21,Coal
20210727,18:11:05,39.13,-84.42,6,3,Landfill/Urban
20210727,19:50:07,32.08,-101.8,31,10,Oil
20210728,04:02:04,-21.5,148.43,20,6,Coal
20210728,09:24:01,39.19,54.8,68,26,Oil
20210728,09:27:27,51.41,51.91,57,18,Oil
20210728,11:06:10,41.24,28.14,35,13,Landfill/Urban
20210728,11:07:04,44.36,26.26,7,2,Landfill/Urban
20210729,09:04:16,36.82,62.08,130,44,Gas
20210729,09:08:25,51.76,60.2,17,5,Gas
20210729,09:08:36,51.76,53.89,35,13,Gas
20210730,05:21:08,33.27,116.54,64,24,Coal
20210730,05:22:06,35.45,112.39,168,81,Coal
20210730,05:28:30,58.31,106.75,36,19,Oil
20210730,07:08:37,51.61,75.61,39,13,Coal
20210730,10:26:14,34.7,38.87,8,3,Gas
20210730,11:50:17,-26.62,29.14,14,6,Coal
20210731,05:03:30,35.41,112.74,102,32,Coal
20210731,05:04:29,38.64,110.85,69,27,Coal
20210731,05:09:44,58.36,107.36,35,16,Oil
20210731,06:49:47,54.11,87.24,29,15,Coal
