"","country","latitude","longitude","primary_fuel"
"6340","CHN",47.379,124.051,"Coal"
"6352","CHN",35.6131,110.6558,"Coal"
"6363","CHN",34.8183,113.259,"Coal"
"6364","CHN",35.7855,114.2404,"Coal"
"6365","CHN",35.7214,114.1855,"Coal"
"6366","CHN",35.4312,113.8325,"Coal"
"6367","CHN",34.0038,113.8667,"Coal"
"6369","CHN",34.7406,112.0631,"Coal"
"6370","CHN",34.5,113.5986,"Coal"
"6371","CHN",33.9541,116.416,"Coal"
"6372","CHN",34.7967,113.079,"Coal"
"6374","CHN",34.8,113.53,"Gas"
"6375","CHN",34.6939,112.9314,"Coal"
"6376","CHN",37.7527,115.6012,"Coal"
"6378","CHN",44.7896,89.1977,"Coal"
"6379","CHN",22.57,113.57,"Gas"
"6380","CHN",22.57,113.57,"Gas"
"6381","CHN",31.7652,120.1234,"Coal"
"6382","CHN",37.7527,115.601,"Coal"
"6383","CHN",34.6268,118.3242,"Coal"
"6384","CHN",23.0655,113.4984,"Coal"
"6385","CHN",23.0638,113.5006,"Coal"
"6387","CHN",37.8458,113.6163,"Coal"
"6389","CHN",44.456,86.0984,"Coal"
"6390","CHN",24.3924,116.2608,"Coal"
"6399","CHN",23.567,114.64,"Coal"
"6400","CHN",35.2526,115.686,"Coal"
"6401","CHN",35.2407,115.5335,"Coal"
"6402","CHN",24.7361,111.3464,"Coal"
"6404","CHN",40.7085,111.7399,"Coal"
"6405","CHN",40.7069,111.4576,"Coal"
"6415","CHN",45.5,119.6545,"Coal"
"6446","CHN",43.728,87.6292,"Coal"
"6447","CHN",43.7436,87.6576,"Coal"
"6448","CHN",34.5515,119.5797,"Coal"
"6449","CHN",41.357,123.2217,"Coal"
"6453","CHN",44.4196,126.9663,"Coal"
"6462","CHN",24.3031,118.1261,"Coal"
"6468","CHN",40.5836,110.6228,"Coal"
"6470","CHN",39.89,116.27,"Gas"
"6471","CHN",29.031,111.7,"Coal"
"6472","CHN",28.4877,112.7985,"Coal"
"6475","CHN",31.1188,109.4473,"Coal"
"6476","CHN",47.1656,123.5848,"Coal"
"6479","CHN",28.2713,104.6697,"Coal"
"6480","CHN",23.1128,109.7656,"Coal"
"6484","CHN",42.8941,93.4415,"Coal"
"6485","CHN",45.7099,126.6955,"Coal"
"6486","CHN",45.9656,126.6637,"Coal"
"6494","CHN",30.0912,112.3106,"Coal"
"6496","CHN",32.1949,119.2494,"Coal"
"6499","CHN",39.4812,76.0498,"Coal"
"6502","CHN",37.4323,120.0177,"Coal"
"6503","CHN",37.6809,120.3132,"Coal"
"6504","CHN",31.6561,116.4914,"Coal"
"6505","CHN",38.0516,114.3177,"Coal"
"6506","CHN",33.5295,114.0979,"Coal"
"6508","CHN",38.1483,106.3463,"Coal"
"6515","CHN",34.8144,117.5731,"Coal"
"6516","CHN",39.3575,112.483,"Coal"
"6519","CHN",33.8059,116.9821,"Coal"
"6521","CHN",42.7312,88.6173,"Coal"
"6522","CHN",43.9007,87.6975,"Coal"
"6523","CHN",31.4444,120.4364,"Coal"
"6524","CHN",36.6656,119.2632,"Coal"
"6526","CHN",39.4794,106.7344,"Coal"
"6527","CHN",31.2376,118.15,"Coal"
"6531","CHN",38.4595,112.7516,"Coal"
"6532","CHN",30.2031,115.1803,"Coal"
"6535","CHN",34.2592,108.1188,"Coal"
"6536","CHN",35.0623,108.0755,"Coal"
"6539","CHN",27.4929,104.9485,"Coal"
"6541","CHN",40.9221,112.6397,"Coal"
"6542","CHN",36.7602,118.0532,"Coal"
"6543","CHN",40.6458,114.405,"Coal"
"6544","CHN",33.5866,119.0126,"Coal"
"6545","CHN",33.8445,116.9357,"Coal"
"6546","CHN",33.5635,116.46,"Gas"
"6547","CHN",33.8678,116.8598,"Coal"
"6548","CHN",33.6127,116.5866,"Coal"
"6549","CHN",33.8339,116.8311,"Coal"
"6550","CHN",32.7579,116.6492,"Coal"
"6554","CHN",32.8142,116.569,"Coal"
"6555","CHN",32.6837,117.0753,"Coal"
"6556","CHN",32.7456,116.8134,"Coal"
"6557","CHN",32.6371,116.8472,"Coal"
"6559","CHN",27.642,114.0058,"Coal"
"6560","CHN",42.0319,126.5795,"Coal"
"6561","CHN",40.6567,109.6583,"Coal"
"6562","CHN",40.6778,109.8913,"Coal"
"6563","CHN",40.6246,110.0028,"Coal"
"6565","CHN",44.04,125.2201,"Coal"
"6566","CHN",30.9144,119.9625,"Coal"
"6568","CHN",31.6516,117.8225,"Coal"
"6570","CHN",39.0148,121.7244,"Coal"
"6571","CHN",39.8385,124.1457,"Coal"
"6576","CHN",46.7046,124.847,"Coal"
"6577","CHN",37.4493,116.2416,"Coal"
"6578","CHN",49.2631,119.8314,"Coal"
"6585","CHN",25.9909,119.4816,"Coal"
"6591","CHN",19.9595,110.0317,"Coal"
"6592","CHN",23.1899,116.6553,"Coal"
"6593","CHN",19.0494,108.6364,"Coal"
"6594","CHN",47.0955,130.299,"Coal"
"6595","CHN",40.7934,111.5977,"Coal"
"6596","CHN",33.5959,118.9628,"Coal"
"6599","CHN",35.3845,116.4432,"Coal"
"6600","CHN",27.0467,115.0203,"Coal"
"6601","CHN",31.0582,112.2487,"Coal"
"6602","CHN",32.1716,119.0195,"Coal"
"6603","CHN",44.1071,125.928,"Coal"
"6606","CHN",36.1339,117.685,"Coal"
"6608","CHN",40.7826,107.4909,"Coal"
"6609","CHN",41.8215,84.0036,"Coal"
"6610","CHN",29.3467,106.4339,"Coal"
"6611","CHN",34.5825,112.4002,"Coal"
"6612","CHN",26.4114,119.7643,"Coal"
"6613","CHN",49.3957,117.6481,"Coal"
"6614","CHN",49.5922,117.409,"Coal"
"6615","CHN",34.76,111.808,"Coal"
"6616","CHN",32.202,118.8794,"Coal"
"6617","CHN",32.17,119.01,"Gas"
"6618","CHN",32.2069,118.7532,"Coal"
"6621","CHN",35.5014,106.7871,"Coal"
"6622","CHN",35.1679,112.7162,"Coal"
"6623","CHN",34.5333,109.9381,"Coal"
"6624","CHN",35.6078,116.9338,"Coal"
"6625","CHN",25.9241,115.1019,"Coal"
"6634","CHN",38.057,114.1966,"Coal"
"6635","CHN",42.2237,116.0293,"Coal"
"6636","CHN",31.46,121.4,"Gas"
"6639","CHN",23.3252,116.7364,"Coal"
"6648","CHN",31.6566,121.1799,"Coal"
"6650","CHN",34.8494,108.8891,"Coal"
"6671","CHN",39.707,106.8297,"Coal"
"6672","CHN",39.3174,106.865,"Coal"
"6674","CHN",40.6512,108.7674,"Coal"
"6675","CHN",46.1346,124.6006,"Coal"
"6676","CHN",36.6292,101.6288,"Coal"
"6679","CHN",49.2836,120.8357,"Coal"
"6680","CHN",39.1512,117.038,"Coal"
"6681","CHN",30.6931,114.5437,"Coal"
"6682","CHN",37.5326,121.3159,"Coal"
"6684","CHN",47.7384,128.7506,"Coal"
"6685","CHN",48.5497,119.7739,"Coal"
"6686","CHN",30.9149,113.6611,"Coal"
"6687","CHN",40.5815,122.1921,"Coal"
"6688","CHN",40.3042,122.1054,"Coal"
"6689","CHN",29.4498,113.1623,"Coal"
"6690","CHN",28.1142,121.1398,"Coal"
"6694","CHN",36.9775,112.9547,"Coal"
"6697","CHN",37.0694,113.3526,"Coal"
"6699","CHN",36.039,120.2193,"Coal"
"6702","CHN",38.3094,117.879,"Coal"
"6703","CHN",28.7166,104.5543,"Coal"
"6704","CHN",35.6603,108.9229,"Coal"
"6708","CHN",30.1997,114.99,"Gas"
"6709","CHN",30.2287,115.0752,"Coal"
"6711","CHN",36.7078,117.088,"Coal"
"6713","CHN",36.9788,118.0399,"Coal"
"6714","CHN",27.4974,120.663,"Coal"
"6717","CHN",37.1667,79.906,"Coal"
"6718","CHN",44.4505,84.9699,"Coal"
"6719","CHN",27.8581,113.1195,"Coal"
"6720","CHN",30.8882,107.0508,"Coal"
"6721","CHN",35.6586,110.6691,"Coal"
"6728","CHN",30.5519,114.6425,"Coal"
"6741","CHN",30.1919,112.6051,"Coal"
"6748","CHN",24.9469,118.8506,"Gas"
"6750","CHN",34.7337,111.0823,"Coal"
"6751","CHN",39.3075,106.7298,"Coal"
"6764","CHN",22.7531,114.6271,"Coal"
"6765","CHN",22.76,114.61,"Gas"
"6766","CHN",23.1091,114.3479,"Gas"
"6768","CHN",28.4211,112.9838,"Gas"
"6782","CHN",27.7662,111.8937,"Coal"
"6786","CHN",27.7089,111.9908,"Gas"
"6814","CHN",41.9655,126.4524,"Coal"
"6818","CHN",45.4098,119.5971,"Coal"
"6821","CHN",36.5183,111.6823,"Coal"
"6822","CHN",34.0749,108.6185,"Coal"
"6824","CHN",30.8636,120.0964,"Gas"
"6826","CHN",44.1485,80.4372,"Coal"
"6827","CHN",44.062,81.1886,"Coal"
"6828","CHN",39.92,109.1155,"Coal"
"6894","CHN",43.9839,116.1314,"Coal"
"6895","CHN",46.0944,122.0225,"Coal"
"6902","CHN",25.332,104.1858,"Gas"
"6904","CHN",46.8168,130.2887,"Coal"
"6905","CHN",46.8322,130.4042,"Coal"
"6906","CHN",32.1779,119.5755,"Coal"
"6929","CHN",34.4242,119.7985,"Coal"
"6931","CHN",32.0307,120.3828,"Coal"
"6932","CHN",33.4002,120.117,"Coal"
"6934","CHN",31.74,120.04,"Gas"
"6936","CHN",31.44,120.44,"Gas"
"6937","CHN",33.5214,119.1132,"Coal"
"6938","CHN",31.511,120.886,"Gas"
"6939","CHN",31.7533,121.005,"Coal"
"6940","CHN",32.2079,118.7531,"Coal"
"6941","CHN",32.0321,120.7692,"Coal"
"6942","CHN",31.8268,120.9535,"Coal"
"6948","CHN",33.8185,120.4633,"Coal"
"6950","CHN",31.89,120.6,"Gas"
"6951","CHN",32.1852,119.2709,"Coal"
"6955","CHN",27.42,115.25,"Gas"
"6962","CHN",29.15,117.29,"Gas"
"6975","CHN",31.8436,120.4103,"Coal"
"6976","CHN",31.9192,120.2054,"Coal"
"6977","CHN",31.9511,120.3237,"Coal"
"6978","CHN",31.8,104.77,"Gas"
"6979","CHN",31.8045,104.7679,"Coal"
"7000","CHN",35.8519,120.025,"Gas"
"7003","CHN",35.2234,113.2003,"Coal"
"7004","CHN",35.2502,113.3725,"Coal"
"7005","CHN",35.2502,113.3677,"Coal"
"7006","CHN",35.221,113.1022,"Coal"
"7007","CHN",35.1245,113.3883,"Coal"
"7008","CHN",35.1639,113.4358,"Gas"
"7010","CHN",30.8441,120.7193,"Coal"
"7011","CHN",30.6283,121.1436,"Coal"
"7012","CHN",39.7951,98.3084,"Coal"
"7015","CHN",39.8461,98.2122,"Coal"
"7041","CHN",44.0084,126.5367,"Coal"
"7046","CHN",43.9039,126.5978,"Coal"
"7051","CHN",42.8497,130.3019,"Gas"
"7076","CHN",36.4011,117,"Gas"
"7078","CHN",38.5013,102.2715,"Coal"
"7089","CHN",35.5625,112.625,"Gas"
"7104","CHN",38.491,102.1687,"Coal"
"7105","CHN",42.1472,86.5134,"Coal"
"7107","CHN",29.1866,117.0842,"Coal"
"7115","CHN",32.1541,118.9063,"Coal"
"7116","CHN",39.6579,106.8622,"Coal"
"7119","CHN",42.289,119.0537,"Coal"
"7120","CHN",41.0193,113.16,"Coal"
"7121","CHN",41.0533,113.1533,"Coal"
"7125","CHN",39.5633,115.9992,"Coal"
"7130","CHN",39.7121,111.2012,"Coal"
"7131","CHN",21.7697,108.5952,"Coal"
"7132","CHN",23.2677,106.3854,"Coal"
"7134","CHN",36.73,104.7588,"Coal"
"7135","CHN",30.3997,112.1508,"Gas"
"7138","CHN",19.7726,109.1841,"Coal"
"7145","CHN",35.7727,116.3194,"Coal"
"7146","CHN",39.89,116.53,"Gas"
"7149","CHN",32.17,119.02,"Gas"
"7150","CHN",37.3532,112.0027,"Coal"
"7155","CHN",27.4934,106.4492,"Coal"
"7171","CHN",31.722,117.2108,"Coal"
"7172","CHN",37.643,113.6494,"Coal"
"7173","CHN",41.1389,121.2154,"Coal"
"7174","CHN",27.6261,111.4819,"Coal"
"7175","CHN",39.7938,98.3089,"Coal"
"7176","CHN",39.7941,98.306,"Coal"
"7182","CHN",29.7423,116.0632,"Coal"
"7189","CHN",31.5913,121.2502,"Coal"
"7190","CHN",31.5913,121.2502,"Coal"
"7191","CHN",23.0351,113.5364,"Coal"
"7195","CHN",45.3608,130.8341,"Coal"
"7196","CHN",45.345,130.865,"Coal"
"7199","CHN",35.0014,112.5461,"Gas"
"7201","CHN",28.8974,118.8792,"Coal"
"7203","CHN",39.0539,117.4131,"Coal"
"7204","CHN",39.4643,106.7014,"Coal"
"7206","CHN",33.6135,113.374,"Coal"
"7207","CHN",34.8063,114.4451,"Coal"
"7208","CHN",39.73,118.4582,"Coal"
"7213","CHN",23.7434,103.2208,"Coal"
"7223","CHN",39.5978,109.9087,"Coal"
"7225","CHN",42.7009,123.3658,"Coal"
"7227","CHN",34.41,117.5773,"Coal"
"7231","CHN",45.5427,85.0243,"Coal"
"7241","CHN",44.9819,121.4244,"Coal"
"7247","CHN",44.4061,84.9285,"Coal"
"7251","CHN",25.0148,102.3329,"Coal"
"7252","CHN",31.4091,120.923,"Coal"
"7253","CHN",23.6949,109.1629,"Coal"
"7254","CHN",36.2547,117.6725,"Coal"
"7257","CHN",22.21,114.11,"Gas"
"7258","CHN",22.22,114.1,"Gas"
"7259","CHN",35.3172,118.2975,"Gas"
"7265","CHN",35.225,112.2506,"Gas"
"7269","CHN",29.1861,119.5068,"Coal"
"7270","CHN",36.0755,103.6774,"Coal"
"7271","CHN",36.1564,103.3317,"Coal"
"7273","CHN",31.0636,121.8714,"Gas"
"7281","CHN",22.938,113.5898,"Coal"
"7284","CHN",26.3667,112.873,"Coal"
"7285","CHN",26.4595,112.8681,"Coal"
"7286","CHN",26.3851,112.859,"Coal"
"7303","CHN",29.78,106.51,"Gas"
"7314","CHN",36.4659,115.9094,"Coal"
"7341","CHN",41.1257,120.6967,"Coal"
"7352","CHN",41.9234,124.0902,"Coal"
"7353","CHN",41.9222,124.0924,"Coal"
"7354","CHN",41.2037,123.2373,"Coal"
"7355","CHN",41.2068,123.2357,"Coal"
"7356","CHN",42.872,125.1607,"Coal"
"7359","CHN",31.9403,120.0764,"Coal"
"7366","CHN",36.1534,111.4849,"Coal"
"7375","CHN",28.0167,120.2833,"Gas"
"7383","CHN",34.957,118.3057,"Coal"
"7384","CHN",35.2487,118.2952,"Coal"
"7385","CHN",35.0071,118.3239,"Coal"
"7407","CHN",37.419,110.8243,"Coal"
"7408","CHN",37.4079,110.7761,"Coal"
"7421","CHN",24.3655,109.3787,"Coal"
"7422","CHN",32.8972,116.2425,"Coal"
"7426","CHN",35.172,119.037,"Coal"
"7428","CHN",25.9428,113.214,"Coal"
"7429","CHN",25.9404,113.1925,"Coal"
"7430","CHN",30.2609,111.5907,"Coal"
"7432","CHN",37.7947,113.7041,"Coal"
"7433","CHN",34.1673,113.44,"Coal"
"7434","CHN",34.9527,116.8029,"Coal"
"7436","CHN",45.6331,122.8798,"Coal"
"7437","CHN",42.9123,129.5705,"Coal"
"7444","CHN",43.5175,124.86,"Coal"
"7458","CHN",40.9401,117.761,"Coal"
"7461","CHN",39.4993,118.6465,"Coal"
"7462","CHN",28.12,104.61,"Gas"
"7465","CHN",38.0824,117.742,"Coal"
"7477","CHN",22.8043,111.6189,"Coal"
"7481","CHN",33.5056,113.9997,"Gas"
"7486","CHN",34.549,112.1958,"Coal"
"7487","CHN",34.8648,112.5307,"Coal"
"7488","CHN",34.7425,112.7729,"Coal"
"7489","CHN",34.7371,112.684,"Coal"
"7490","CHN",34.6347,112.3381,"Gas"
"7495","CHN",32.0577,121.7267,"Coal"
"7497","CHN",28.7755,105.284,"Coal"
"7498","CHN",31.7328,118.4892,"Coal"
"7499","CHN",31.7175,118.4667,"Coal"
"7501","CHN",22.2,113.55,"Gas"
"7513","CHN",44.318,86.1689,"Coal"
"7521","CHN",21.676,110.8784,"Coal"
"7523","CHN",21.6737,110.8745,"Coal"
"7528","CHN",22.4818,113.872,"Coal"
"7533","CHN",34.9653,108.9758,"Coal"
"7534","CHN",23.1167,113.25,"Gas"
"7535","CHN",25.1609,119.0334,"Coal"
"7538","CHN",39.8465,109.9844,"Coal"
"7541","CHN",31.4139,104.7183,"Gas"
"7558","CHN",44.6297,129.5328,"Gas"
"7559","CHN",44.6571,129.6504,"Coal"
"7564","CHN",28.771,115.8999,"Coal"
"7571","CHN",22.9398,113.1428,"Coal"
"7572","CHN",22.8859,112.9178,"Coal"
"7573","CHN",23.1575,113.0328,"Gas"
"7575","CHN",32.2721,118.8161,"Coal"
"7576","CHN",31.9007,118.614,"Coal"
"7577","CHN",34.3733,117.3289,"Coal"
"7578","CHN",27.11,110.59,"Gas"
"7587","CHN",25.2038,118.9439,"Coal"
"7588","CHN",31.9473,118.6301,"Coal"
"7589","CHN",37.7286,120.4433,"Coal"
"7590","CHN",18.32,109.16,"Gas"
"7591","CHN",37.5931,120.4704,"Coal"
"7592","CHN",35.3761,116.87,"Coal"
"7593","CHN",31.333,120.9784,"Coal"
"7594","CHN",33.3082,112.6451,"Coal"
"7596","CHN",26.6527,105.1822,"Coal"
"7597","CHN",26.5976,105.2029,"Coal"
"7598","CHN",29.5253,105.0136,"Coal"
"7599","CHN",29.5245,105.0121,"Coal"
"7600","CHN",29.5545,105.0846,"Coal"
"7607","CHN",29.963,121.7698,"Coal"
"7608","CHN",29.9126,121.9032,"Coal"
"7609","CHN",29.7519,121.3896,"Gas"
"7611","CHN",38.1825,106.5131,"Coal"
"7614","CHN",38.1734,106.5704,"Coal"
"7621","CHN",38.192,106.6813,"Coal"
"7623","CHN",29.481,121.5109,"Coal"
"7643","CHN",37.8828,106.022,"Coal"
"7644","CHN",36.0452,106.2919,"Coal"
"7649","CHN",37.5124,105.2777,"Coal"
"7658","CHN",39.2333,106.75,"Gas"
"7675","CHN",39.2386,106.2297,"Gas"
"7678","CHN",37.59,105.706,"Coal"
"7689","CHN",39.8926,106.7661,"Coal"
"7692","CHN",39.9041,106.7679,"Coal"
"7693","CHN",39.3857,106.9657,"Coal"
"7694","CHN",39.3503,107.01,"Coal"
"7695","CHN",39.3293,110.1518,"Coal"
"7696","CHN",26.0645,104.5341,"Coal"
"7700","CHN",41.2,122.0058,"Coal"
"7701","CHN",41.1366,122.1361,"Coal"
"7703","CHN",32.38,116.59,"Gas"
"7704","CHN",32.8192,116.7428,"Coal"
"7705","CHN",39.9793,117.4628,"Coal"
"7706","CHN",26.0106,104.5161,"Coal"
"7707","CHN",25.4692,104.5924,"Coal"
"7711","CHN",34.7151,116.9109,"Coal"
"7716","CHN",22.32,114.04,"Oil"
"7717","CHN",22.32,114.04,"Oil"
"7718","CHN",40.747,120.8084,"Coal"
"7721","CHN",33.8211,113.0146,"Coal"
"7722","CHN",34.1168,112.8184,"Coal"
"7723","CHN",23.339,107.5104,"Coal"
"7730","CHN",25.2589,113.0655,"Coal"
"7731","CHN",39.4726,112.3225,"Coal"
"7738","CHN",35.1953,106.5689,"Coal"
"7740","CHN",34.9783,109.8,"Coal"
"7741","CHN",29.6653,113.8734,"Coal"
"7742","CHN",33.099,112.5552,"Coal"
"7751","CHN",35.7695,115.2547,"Coal"
"7752","CHN",35.7528,114.9838,"Coal"
"7757","CHN",27.4757,106.2582,"Coal"
"7758","CHN",27.1251,108.7704,"Coal"
"7761","CHN",22.51,113.85,"Gas"
"7762","CHN",27.0512,106.1261,"Coal"
"7766","CHN",36.9147,101.7062,"Coal"
"7798","CHN",36.7852,118.2131,"Coal"
"7801","CHN",36.1123,120.3291,"Coal"
"7805","CHN",36.9147,101.7061,"Coal"
"7825","CHN",36.5849,101.4945,"Coal"
"7831","CHN",30.6288,114.4368,"Coal"
"7833","CHN",25.2818,104.8661,"Coal"
"7835","CHN",37.9238,105.9113,"Coal"
"7842","CHN",39.9456,119.6433,"Coal"
"7844","CHN",36.57,112.21,"Gas"
"7850","CHN",31.74,120.04,"Gas"
"7857","CHN",35.2446,113.8522,"Coal"
"7859","CHN",25.6618,104.0667,"Coal"
"7860","CHN",35.1502,109.9308,"Coal"
"7864","CHN",38.7453,116.1533,"Coal"
"7873","CHN",35.1562,119.3666,"Coal"
"7874","CHN",35.345,119.5111,"Coal"
"7878","CHN",36.4998,112.9665,"Coal"
"7881","CHN",32.3069,121.1443,"Coal"
"7883","CHN",23.0791,113.4966,"Coal"
"7893","CHN",42.3055,93.3519,"Coal"
"7894","CHN",35.4605,112.9255,"Coal"
"7895","CHN",21.7012,108.625,"Coal"
"7896","CHN",43.9263,81.2211,"Coal"
"7897","CHN",48.7296,119.9407,"Coal"
"7932","CHN",40.5334,110.5647,"Coal"
"7933","CHN",36.9389,113.2944,"Gas"
"7945","CHN",39.9528,116.8487,"Coal"
"7947","CHN",23.0178,112.8436,"Coal"
"7952","CHN",37.2423,110.5106,"Gas"
"7953","CHN",37.5906,113.6661,"Gas"
"7959","CHN",38.7366,110.1665,"Coal"
"7974","CHN",35.2072,108.8025,"Gas"
"7976","CHN",38.2158,109.7282,"Coal"
"7981","CHN",36.8535,114.3243,"Coal"
"7987","CHN",36.8592,118.7001,"Coal"
"7989","CHN",37.1305,119.0328,"Coal"
"7991","CHN",37.4623,116.243,"Coal"
"7993","CHN",37.0091,118.4905,"Coal"
"7994","CHN",36.8499,118.1751,"Coal"
"7995","CHN",36.2839,117.7278,"Gas"
"8000","CHN",36.2806,120.1517,"Gas"
"8006","CHN",37.5858,118.6441,"Coal"
"8009","CHN",35.8581,117.6958,"Coal"
"8013","CHN",31.46,121.4,"Gas"
"8014","CHN",30.79,121.45,"Gas"
"8015","CHN",30.7607,121.4008,"Coal"
"8019","CHN",31.3253,121.5665,"Coal"
"8020","CHN",30.6984,121.2777,"Coal"
"8021","CHN",30.85,121.79,"Gas"
"8022","CHN",30.85,121.83,"Gas"
"8024","CHN",34.3843,115.5567,"Gas"
"8026","CHN",39.2885,110.1905,"Coal"
"8054","CHN",23.546,116.819,"Gas"
"8055","CHN",22.7545,115.0426,"Coal"
"8056","CHN",22.7061,115.5543,"Coal"
"8057","CHN",37.4,112.54,"Gas"
"8059","CHN",37.2278,111.7347,"Coal"
"8060","CHN",37.5476,112.2322,"Coal"
"8061","CHN",35.5858,112.4878,"Gas"
"8065","CHN",37.0807,110.373,"Gas"
"8068","CHN",37.7843,112.72,"Coal"
"8073","CHN",35.12,112.37,"Gas"
"8075","CHN",37.2193,112.2895,"Coal"
"8078","CHN",39.6166,112.7998,"Coal"
"8082","CHN",36.5545,111.6932,"Coal"
"8091","CHN",24.9354,113.5526,"Coal"
"8092","CHN",30.2269,120.7176,"Coal"
"8093","CHN",29.515,120.033,"Gas"
"8099","CHN",37.41,110.86,"Gas"
"8100","CHN",37.42,110.85,"Gas"
"8108","CHN",38.9443,111.1037,"Coal"
"8109","CHN",39.4125,111.244,"Coal"
"8110","CHN",37.9374,106.1396,"Coal"
"8111","CHN",40.5637,111.8639,"Coal"
"8112","CHN",37.4013,118.5243,"Coal"
"8113","CHN",41.8158,123.4939,"Coal"
"8114","CHN",30.5411,117.1717,"Coal"
"8115","CHN",39.2226,110.4066,"Coal"
"8116","CHN",39.2092,110.7858,"Coal"
"8117","CHN",38.7365,110.1661,"Coal"
"8118","CHN",42.7409,93.4452,"Coal"
"8119","CHN",44.1339,87.8344,"Coal"
"8120","CHN",42.4112,93.0092,"Coal"
"8121","CHN",39.3829,111.1852,"Coal"
"8122","CHN",24.6854,118.453,"Coal"
"8123","CHN",29.8266,116.376,"Coal"
"8124","CHN",38.1419,106.5665,"Coal"
"8125","CHN",38.9662,110.4584,"Coal"
"8126","CHN",30.6777,108.399,"Coal"
"8127","CHN",39.37,106.8927,"Coal"
"8128","CHN",40.3614,109.973,"Coal"
"8129","CHN",38.0569,106.691,"Coal"
"8130","CHN",44.7955,89.1498,"Coal"
"8131","CHN",39.8279,111.2679,"Coal"
"8132","CHN",44.081,88.5887,"Coal"
"8133","CHN",38.9804,110.4498,"Coal"
"8134","CHN",38.9652,110.4583,"Coal"
"8135","CHN",39.0121,110.2378,"Coal"
"8136","CHN",41.6642,86.2632,"Coal"
"8142","CHN",22.8386,113.8547,"Gas"
"8143","CHN",22.57,114.44,"Gas"
"8144","CHN",22.57,114.44,"Gas"
"8145","CHN",22.51,113.85,"Gas"
"8146","CHN",22.4833,113.4833,"Gas"
"8156","CHN",31.46,121.4,"Gas"
"8157","CHN",31.4651,121.4048,"Coal"
"8160","CHN",36.2122,116.5136,"Coal"
"8161","CHN",44.4409,86.0997,"Coal"
"8164","CHN",37.9513,114.5131,"Coal"
"8165","CHN",38.0943,114.4851,"Coal"
"8166","CHN",38.006,114.6934,"Coal"
"8170","CHN",29.5786,111.394,"Coal"
"8183","CHN",36.873,118.7706,"Coal"
"8190","CHN",43.5282,123.463,"Coal"
"8197","CHN",46.5629,131.6684,"Coal"
"8201","CHN",26.6786,104.8047,"Coal"
"8202","CHN",38.2143,106.5439,"Coal"
"8210","CHN",22.7993,113.3587,"Coal"
"8211","CHN",22.79,113.18,"Oil"
"8227","CHN",29.4815,103.5875,"Coal"
"8234","CHN",30.47,106.91,"Gas"
"8235","CHN",30.4167,106.8733,"Gas"
"8327","CHN",32.1524,119.9209,"Coal"
"8328","CHN",30.5135,117.019,"Coal"
"8329","CHN",34.9188,112.5954,"Coal"
"8330","CHN",32.2534,118.7945,"Coal"
"8331","CHN",32.2764,119.1061,"Coal"
"8333","CHN",43.153,124.4025,"Coal"
"8339","CHN",44.7758,125.8649,"Coal"
"8340","CHN",43.9085,126.5038,"Coal"
"8348","CHN",40.0793,120.0089,"Coal"
"8350","CHN",41.6814,123.3307,"Coal"
"8351","CHN",38.54,108.81,"Gas"
"8357","CHN",23.8194,106.81,"Coal"
"8359","CHN",31.3,120.8,"Gas"
"8364","CHN",31.2551,120.7633,"Coal"
"8370","CHN",33.6546,116.9823,"Coal"
"8374","CHN",38.5825,117.0037,"Gas"
"8381","CHN",30.9022,120.672,"Coal"
"8395","CHN",31.5877,121.2566,"Coal"
"8402","CHN",21.8661,112.9213,"Coal"
"8403","CHN",35.5345,116.7983,"Coal"
"8411","CHN",37.7808,112.4776,"Coal"
"8412","CHN",37.9194,112.5378,"Coal"
"8413","CHN",37.987,112.519,"Coal"
"8419","CHN",39.2619,118.1893,"Coal"
"8420","CHN",39.2002,118.9734,"Coal"
"8423","CHN",26.8295,106.2656,"Coal"
"8427","CHN",41.8038,86.3388,"Coal"
"8451","CHN",34.925,117.1157,"Coal"
"8452","CHN",35.0676,117.1204,"Coal"
"8459","CHN",44.0044,87.172,"Coal"
"8460","CHN",23.6485,107.1311,"Coal"
"8461","CHN",44.3073,86.105,"Coal"
"8462","CHN",44.4404,86.094,"Coal"
"8463","CHN",44.585,86.0737,"Coal"
"8464","CHN",44.2593,86.108,"Coal"
"8465","CHN",44.3586,86.0449,"Coal"
"8470","CHN",39.2193,117.9293,"Coal"
"8474","CHN",38.7765,117.494,"Coal"
"8476","CHN",39.0964,117.6442,"Coal"
"8478","CHN",39.2168,117.3544,"Coal"
"8479","CHN",38.8195,117.4209,"Coal"
"8480","CHN",38.57,116.71,"Gas"
"8482","CHN",44.0992,88.3733,"Coal"
"8486","CHN",44.0516,89.6509,"Coal"
"8487","CHN",32.0349,120.7526,"Coal"
"8492","CHN",44.3562,86.0475,"Coal"
"8493","CHN",37.0532,117.8757,"Coal"
"8496","CHN",42.345,123.803,"Coal"
"8505","CHN",42.8187,87.9606,"Coal"
"8509","CHN",38.9146,112.4774,"Coal"
"8515","CHN",43.6704,122.1543,"Coal"
"8516","CHN",31.0711,117.9634,"Coal"
"8517","CHN",30.8818,117.7644,"Coal"
"8518","CHN",39.9796,113.1859,"Coal"
"8519","CHN",39.9792,113.1887,"Coal"
"8520","CHN",34.8558,110.4707,"Coal"
"8531","CHN",28.1297,106.8464,"Coal"
